节点ID,节点类型,节点名称,所有属性
273,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [638.7525773195877, 823.7113402061856, 723.2886597938144, 1107.2164948453608], ""confidence"": 0.95, ""image_id"": ""img_73"", ""is_component"": false, ""is_defect"": true, ""length"": 283.5051546391752, ""orientation"": ""vertical"", ""type"": ""transverse""}"
274,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [421.38596491228054, 699.5263157894736, 702.0877192982455, 831.1052631578947], ""confidence"": 0.95, ""image_id"": ""img_74"", ""is_component"": false, ""is_defect"": true, ""length"": 280.70175438596493, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
275,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [1362.5, 2751.5, 1629.166666666667, 3139.0], ""confidence"": 0.95, ""image_id"": ""img_75"", ""is_component"": false, ""is_defect"": true, ""length"": 387.5, ""orientation"": ""vertical"", ""type"": ""transverse""}"
276,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [2602.0833333333335, 1864.5833333333335, 3264.5833333333335, 2191.666666666667], ""confidence"": 0.95, ""image_id"": ""img_76"", ""is_component"": false, ""is_defect"": true, ""length"": 662.5, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
277,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [2152.0, 1238.0, 3064.0, 2002.0], ""confidence"": 0.95, ""image_id"": ""img_77"", ""is_component"": false, ""is_defect"": true, ""length"": 912.0, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
278,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [1892.5, 2730.0, 3017.5, 3505.0], ""confidence"": 0.95, ""image_id"": ""img_78"", ""is_component"": false, ""is_defect"": true, ""length"": 1125.0, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
279,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [892.0, 1514.0, 3760.0, 2322.0], ""confidence"": 0.95, ""image_id"": ""img_79"", ""is_component"": false, ""is_defect"": true, ""length"": 2868.0, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
280,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [985.1851851851851, 1950.617283950617, 1288.888888888889, 2027.1604938271603], ""confidence"": 0.95, ""image_id"": ""img_80"", ""is_component"": false, ""is_defect"": true, ""length"": 303.7037037037038, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
281,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 2, ""class"": ""porosity_region"", ""bbox"": [931.6742081447964, 1969.683257918552, 1005.8823529411765, 2033.0316742081448], ""confidence"": 0.95, ""image_id"": ""img_80"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 18, ""density"": ""very_high""}"
282,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 3, ""class"": ""crack_line"", ""bbox"": [827.6018099547512, 1998.6425339366517, 961.5384615384615, 2080.995475113122], ""confidence"": 0.95, ""image_id"": ""img_80"", ""is_component"": false, ""is_defect"": true, ""length"": 133.9366515837104, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
283,"[__Node__, Defect, pit_depression]",Pit Depression,"{""local_id"": 4, ""class"": ""pit_depression"", ""bbox"": [1356.279069767442, 2050.232558139535, 1441.3953488372094, 2102.790697674419], ""confidence"": 0.95, ""image_id"": ""img_80"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 15.767441860465214, ""shape_regularity"": ""irregular""}"
284,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [424.80566565723893, 1426.6442468460255, 1774.805665657239, 2626.6442468460255], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 1.125, ""position"": ""edge""}"
285,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [544.8056656572389, 1546.6442468460255, 1654.805665657239, 2506.6442468460255], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 1.15625, ""position"": ""edge""}"
286,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [745.1612903225806, 2437.0967741935483, 1153.225806451613, 2603.2258064516127], ""confidence"": 0.95, ""image_id"": ""img_81"", ""is_component"": false, ""is_defect"": true, ""length"": 408.0645161290323, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
287,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 2, ""class"": ""crack_line"", ""bbox"": [1162.9032258064517, 2496.7741935483873, 1846.774193548387, 2658.064516129032], ""confidence"": 0.95, ""image_id"": ""img_81"", ""is_component"": false, ""is_defect"": true, ""length"": 683.8709677419354, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
288,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 3, ""class"": ""crack_line"", ""bbox"": [3975.8064516129034, 2630.6451612903224, 4469.354838709677, 2811.2903225806454], ""confidence"": 0.95, ""image_id"": ""img_81"", ""is_component"": false, ""is_defect"": true, ""length"": 493.5483870967737, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
289,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [670.3376344086021, 2022.9827956989247, 3780.7376344086024, 3189.3827956989244], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 2.666666666666668, ""position"": ""edge""}"
290,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [786.9776344086021, 2139.6227956989246, 3664.0976344086025, 3072.7427956989245], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.083333333333334, ""position"": ""edge""}"
291,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [1148.0, 2666.0, 4084.0, 3398.0], ""confidence"": 0.95, ""image_id"": ""img_82"", ""is_component"": false, ""is_defect"": true, ""length"": 2936.0, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
292,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [2402.9411764705883, 988.235294117647, 3547.0588235294117, 1582.3529411764705], ""confidence"": 0.95, ""image_id"": ""img_83"", ""is_component"": false, ""is_defect"": true, ""length"": 1144.1176470588234, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
293,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [421.15384615384613, 1907.6923076923076, 1596.1538461538462, 2165.3846153846152], ""confidence"": 0.95, ""image_id"": ""img_84"", ""is_component"": false, ""is_defect"": true, ""length"": 1175.0, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
294,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 2, ""class"": ""crack_line"", ""bbox"": [1600.0, 1878.3333333333335, 5048.333333333334, 2285.0], ""confidence"": 0.95, ""image_id"": ""img_84"", ""is_component"": false, ""is_defect"": true, ""length"": 3448.333333333334, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
295,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [611.2102564102568, 1475.9025641025646, 3721.6102564102566, 2642.3025641025642], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 2.6666666666666674, ""position"": ""center""}"
296,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [727.8502564102567, 1592.5425641025645, 3604.9702564102568, 2525.6625641025644], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.0833333333333335, ""position"": ""edge""}"
297,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [1143.4444444444446, 2175.0, 1443.4444444444443, 2580.5555555555557], ""confidence"": 0.95, ""image_id"": ""img_85"", ""is_component"": false, ""is_defect"": true, ""length"": 405.55555555555566, ""orientation"": ""vertical"", ""type"": ""transverse""}"
298,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [6.7669172932330826, 80.73684210526315, 579.3233082706766, 160.06015037593983], ""confidence"": 0.95, ""image_id"": ""img_86"", ""is_component"": false, ""is_defect"": true, ""length"": 572.5563909774436, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
299,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [2112.6984126984125, 1441.2698412698412, 2477.777777777778, 1614.2857142857142], ""confidence"": 0.95, ""image_id"": ""img_87"", ""is_component"": false, ""is_defect"": true, ""length"": 365.0793650793653, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
300,"[__Node__, Defect, spatter_cluster]",Spatter Cluster,"{""local_id"": 2, ""class"": ""spatter_cluster"", ""bbox"": [3173.1111111111113, 591.6666666666667, 3598.1111111111113, 1108.3333333333335], ""confidence"": 0.95, ""image_id"": ""img_87"", ""is_component"": false, ""is_defect"": true, ""num_spatters"": 2744, ""density"": ""high""}"
301,"[__Node__, Defect, spatter_cluster]",Spatter Cluster,"{""local_id"": 3, ""class"": ""spatter_cluster"", ""bbox"": [1225.888888888889, 952.7777777777778, 1659.2222222222224, 1194.4444444444446], ""confidence"": 0.95, ""image_id"": ""img_87"", ""is_component"": false, ""is_defect"": true, ""num_spatters"": 1309, ""density"": ""high""}"
302,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [1174.468253968254, 700.462962962963, 3574.468253968254, 1600.462962962963], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 2.6666666666666665, ""position"": ""edge""}"
303,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [1264.468253968254, 790.462962962963, 3484.468253968254, 1510.462962962963], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.0833333333333335, ""position"": ""edge""}"
304,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [1766.875, 929.25, 1954.375, 1348.0], ""confidence"": 0.95, ""image_id"": ""img_88"", ""is_component"": false, ""is_defect"": true, ""length"": 418.75, ""orientation"": ""vertical"", ""type"": ""transverse""}"
305,"[__Node__, Defect, pit_depression]",Pit Depression,"{""local_id"": 2, ""class"": ""pit_depression"", ""bbox"": [1877.5280898876404, 624.7191011235955, 2060.674157303371, 787.6404494382023], ""confidence"": 0.95, ""image_id"": ""img_88"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 48.87640449438204, ""shape_regularity"": ""irregular""}"
306,"[__Node__, Defect, pit_depression]",Pit Depression,"{""local_id"": 3, ""class"": ""pit_depression"", ""bbox"": [1294.3820224719102, 493.2584269662921, 1602.2471910112358, 659.5505617977528], ""confidence"": 0.95, ""image_id"": ""img_88"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 49.887640449438216, ""shape_regularity"": ""irregular""}"
307,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [549.7469101123595, 353.46975655430725, 2968.9469101123595, 1260.6697565543072], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 2.6666666666666665, ""position"": ""edge""}"
308,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [640.4669101123595, 444.1897565543072, 2878.2269101123597, 1169.9497565543072], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.0833333333333335, ""position"": ""edge""}"
309,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [226.60162601626018, 520.3252032520326, 311.1544715447154, 560.9756097560976], ""confidence"": 0.95, ""image_id"": ""img_89"", ""is_component"": false, ""is_defect"": true, ""length"": 84.55284552845524, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
310,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 2, ""class"": ""crack_line"", ""bbox"": [242.76527331189712, 195.4983922829582, 306.10932475884243, 225.40192926045017], ""confidence"": 0.95, ""image_id"": ""img_89"", ""is_component"": false, ""is_defect"": true, ""length"": 63.344051446945315, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
311,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [91.65767390792882, 255.55028363788466, 451.6576739079288, 495.55028363788466], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 1.5, ""position"": ""edge""}"
312,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [115.65767390792882, 279.55028363788466, 427.6576739079288, 471.55028363788466], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 1.625, ""position"": ""edge""}"
313,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [953.3333333333334, 926.6666666666667, 1445.0, 1251.6666666666667], ""confidence"": 0.95, ""image_id"": ""img_90"", ""is_component"": false, ""is_defect"": true, ""length"": 491.66666666666663, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
314,"[__Node__, Defect, overlap_bump]",Overlap Bump,"{""local_id"": 2, ""class"": ""overlap_bump"", ""bbox"": [898.3333333333334, 2358.3333333333335, 1231.6666666666667, 2835.0], ""confidence"": 0.95, ""image_id"": ""img_90"", ""is_component"": false, ""is_defect"": true, ""height_estimate"": 266.6666666666667, ""shape"": ""protrusion""}"
315,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [224.88333333333355, 1238.116666666667, 2039.2833333333333, 2447.716666666667], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 1.4999999999999996, ""position"": ""center""}"
316,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [345.84333333333353, 1359.076666666667, 1918.3233333333333, 2326.756666666667], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 1.6249999999999998, ""position"": ""edge""}"
317,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [1202.4539877300613, 2053.9877300613493, 1687.7300613496932, 2173.6196319018404], ""confidence"": 0.95, ""image_id"": ""img_91"", ""is_component"": false, ""is_defect"": true, ""length"": 485.2760736196319, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
318,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [533.6666666666665, 694.2631578947368, 663.4912280701753, 929.3508771929824], ""confidence"": 0.95, ""image_id"": ""img_92"", ""is_component"": false, ""is_defect"": true, ""length"": 235.0877192982456, ""orientation"": ""vertical"", ""type"": ""transverse""}"
319,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [452.9649122807016, 922.3333333333333, 677.5263157894735, 1115.3157894736842], ""confidence"": 0.95, ""image_id"": ""img_93"", ""is_component"": false, ""is_defect"": true, ""length"": 224.56140350877195, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
320,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [1166.1764705882351, 1613.2352941176468, 1525.7352941176468, 1804.4117647058822], ""confidence"": 0.95, ""image_id"": ""img_94"", ""is_component"": false, ""is_defect"": true, ""length"": 359.5588235294117, ""orientation"": ""horizontal"", ""type"": ""longitudinal""}"
321,"[__Node__, Defect, crack_line]",Crack Line,"{""local_id"": 1, ""class"": ""crack_line"", ""bbox"": [1161.6666666666667, 1615.0, 1426.6666666666667, 1968.3333333333335], ""confidence"": 0.95, ""image_id"": ""img_95"", ""is_component"": false, ""is_defect"": true, ""length"": 353.3333333333335, ""orientation"": ""vertical"", ""type"": ""transverse""}"
